Compa,NAICS,Latit,Longi
TEXAN CREDIT,CONSUMER LENDING,29.643523,-95.565759
SECURITY FINANCE,CONSUMER LENDING,30.097355,-96.079433
TEXAS GULF COAST SECURED LNDRS,CONSUMER LENDING,30.158952,-95.467068
NEW MEXICO TITLE LOANS INC,CONSUMER LENDING,35.069951,-106.521106
EQUITY LOANS,CONSUMER LENDING,40.351312,-74.291689
CALIFORNIA CHECK CASHING STORE,CONSUMER LENDING,38.007764,-121.891129
COMMUNITY FINANCE,CONSUMER LENDING,42.883697,-72.54972
FOTI FINANCIAL SVC,CONSUMER LENDING,29.90358,-90.381907
YOUR CREDIT,CONSUMER LENDING,35.529987,-108.734215
LEND NATION,CONSUMER LENDING,41.1653,-95.924312
REGIONAL FINANCE CORP,CONSUMER LENDING,29.770544,-95.750617
MOSAIC FINANCE LLC,CONSUMER LENDING,30.007248,-95.753898
DIAMOND EQUITY LLC,CONSUMER LENDING,26.395964,-80.164313
SECURITY FINANCE,CONSUMER LENDING,29.563767,-95.782295
TEXAS CAR TITLE & PAYDAY LOANS,CONSUMER LENDING,29.549363,-95.808963
FINANCE CO LLC,CONSUMER LENDING,26.344837,-80.087138
KUMANA SAROSH,CONSUMER LENDING,37.787766,-122.414633
ONEMAIN FINANCIAL,CONSUMER LENDING,40.98954,-76.88071
DREXEL OCEANIA LLC,CONSUMER LENDING,37.791402,-122.402844
ADVANCE AMERICA,CONSUMER LENDING,39.546429,-83.425613
SBL CAPITAL LLC,CONSUMER LENDING,40.917354,-74.083671
OHIO EQUITY FUND FOR HOUSING,CONSUMER LENDING,39.962966,-82.998386
HEXION US FINANCE CORP,CONSUMER LENDING,39.963212,-82.995863
ALL AMERICAN BIG BOB'S BAIL,CONSUMER LENDING,41.001465,-80.344982
CHECK 'N GO,CONSUMER LENDING,41.451225,-96.484833
ADVANCE AMERICA,CONSUMER LENDING,29.998936,-90.061896
TRINITY LENDING EXPERTS,CONSUMER LENDING,37.788784,-122.402588
UNIVEST REGIONAL OFFICE,CONSUMER LENDING,40.289948,-75.128534
EAST WEST SETTLEMENT SVC,CONSUMER LENDING,40.1852,-75.0117
HOME HEALTHCARE FUNDING INC,CONSUMER LENDING,40.346698,-75.02743
MIDWEST FINANCIAL,CONSUMER LENDING,35.160904,-107.830902
LOAN DEPOT,CONSUMER LENDING,30.719404,-95.564878
NEW MEXICO HOSP EQPT LOAN CNCL,CONSUMER LENDING,35.15442,-106.606016
TITLE CASH,CONSUMER LENDING,36.740766,-108.172103
UPWARD CAPITAL FUNDING,CONSUMER LENDING,40.907484,-74.56407
FIRST CENTURY LENDING LLC,CONSUMER LENDING,37.0929,-84.6038
MEGA LOANS,CONSUMER LENDING,36.828806,-107.986601
REFI INC,CONSUMER LENDING,29.558698,-95.673471
CAPITAL FARM CREDIT,CONSUMER LENDING,29.951754,-96.25681
E Z DEALER FINANCE L 44L,CONSUMER LENDING,40.4133,-74.2416
RANIERI PARTNERS MGMT LLC,CONSUMER LENDING,40.339563,-74.09358
ONEMAIN FINANCIAL,CONSUMER LENDING,44.699986,-73.494194
XPRESS CASH,CONSUMER LENDING,35.109263,-106.515044
MARINER FINANCE,CONSUMER LENDING,40.170659,-74.892594
NEW HORIZONS CUST FUNDING LLC,CONSUMER LENDING,26.352766,-80.115105
PAGE MILL FUNDING,CONSUMER LENDING,37.417628,-122.148745
SAN FRANCISCO BROKERS CLUB,CONSUMER LENDING,37.789656,-122.40109
NATIONAL CREDIT CO INC,CONSUMER LENDING,40.72047,-74.571132
ONEMAIN FINANCIAL,CONSUMER LENDING,40.7946,-74.0178
ELITE FINANCE LLC,CONSUMER LENDING,30.002556,-90.187552
CHECK INTO CASH,CONSUMER LENDING,38.020862,-121.856444
CHECKSMART,CONSUMER LENDING,40.089069,-82.951431
VANTAGE FINANCE,CONSUMER LENDING,41.264981,-96.187768
INTEGRITY MORTGAGE GROUP,CONSUMER LENDING,29.039215,-95.457995
PAYDAY EXPRESS,CONSUMER LENDING,41.218754,-96.092871
LEND NATION,CONSUMER LENDING,41.184891,-95.966843
GOVERNUER SAVINGS & LOAN,CONSUMER LENDING,44.334429,-75.467919
DAKE LENDING LLC,CONSUMER LENDING,29.736184,-95.833479
FIGURE LENDING LLC,CONSUMER LENDING,37.792942,-122.40522
AMHERST BAIL BONDS,CONSUMER LENDING,42.884346,-78.878635
CAPITAL FUNDING,CONSUMER LENDING,40.2444,-74.9395
PREMIER AUTO FINANCE LLC,CONSUMER LENDING,30.731035,-94.977959
CALIFORNIA CHECK CASHING STORE,CONSUMER LENDING,37.849109,-122.271892
COMMUNITY CHOICE FINANCIAL,CONSUMER LENDING,26.808352,-80.072854
DEPOSIT FINANCE DEPT,CONSUMER LENDING,40.89778,-73.941788
ORIX CAPITAL,CONSUMER LENDING,39.962476,-83.001209
ADVANCE AMERICA,CONSUMER LENDING,40.58239,-83.09445
ADVANCE AMERICA,CONSUMER LENDING,29.5403,-95.0301
FORD MOTOR CREDIT CO LLC,CONSUMER LENDING,41.291082,-96.102463
LOAN MAX TITLE LOANS,CONSUMER LENDING,35.241116,-106.689887
ATTORNEY LENDING GROUP LLC,CONSUMER LENDING,30.016714,-90.19887
JAKOB KOUCHNER FINANCING,CONSUMER LENDING,37.7913,-122.4019
COMMUNITY LEADER INC,CONSUMER LENDING,37.565641,-122.324426
LOAN MAX TITLE LOANS,CONSUMER LENDING,41.356123,-83.133773
FRIENDS HELP A FRIEND FUNDING,CONSUMER LENDING,29.99842,-95.244518
FEDFINANCIAL GROUP INC,CONSUMER LENDING,26.363295,-80.125556
SECURE LENDING INC,CONSUMER LENDING,41.41896,-81.684362
COMMUNITY CHOICE FINANCIAL,CONSUMER LENDING,26.717912,-80.111409
CHECK CASHING STORE,CONSUMER LENDING,26.618958,-80.116051
AGCREDIT,CONSUMER LENDING,40.536732,-82.831657
LIGHTHOUSE LEGAL FINANCE,CONSUMER LENDING,40.11621,-74.960175
ARCHER FUNDING,CONSUMER LENDING,26.365976,-80.17218
MARINER FINANCE,CONSUMER LENDING,40.582108,-83.082314
JOSEPHINE PERRY-CMG FNCL REP,CONSUMER LENDING,29.951733,-95.667784
CENTRAL OHIO FINANCIAL,CONSUMER LENDING,40.08613,-83.01895
REPUBLIC FINANCE,CONSUMER LENDING,30.089036,-95.632523
MARINER FINANCE,CONSUMER LENDING,40.300898,-79.498019
HOME FINANCE SVC,CONSUMER LENDING,29.873892,-90.101042
ADVANCE RESTAURANT FINANCE,CONSUMER LENDING,37.550571,-122.292031
OHIO AUTO LOAN SVC INC,CONSUMER LENDING,39.731971,-82.615656
COMMERCIAL MORTGAGE DEPOT,CONSUMER LENDING,40.862984,-74.164262
ONEMAIN FINANCIAL,CONSUMER LENDING,41.641241,-80.151146
ONEMAIN FINANCIAL,CONSUMER LENDING,30.050807,-95.430122
ACS1 INC,CONSUMER LENDING,40.784407,-74.025361
ENGLEWOOD FINANCIAL,CONSUMER LENDING,40.827724,-73.981309
ACE CASH EXPRESS,CONSUMER LENDING,41.34517,-82.06742
UNITED CHECK CASHING,CONSUMER LENDING,39.872739,-75.388739
RAPID FUNDING NOW,CONSUMER LENDING,26.633657,-80.225904
CALIFORNIA CHECK CASHING STORE,CONSUMER LENDING,37.772424,-122.214552
RADIUS PARTNERS LLC,CONSUMER LENDING,41.119818,-73.371191
ADVANCE AMERICA,CONSUMER LENDING,29.759996,-96.150824
ONEMAIN FINANCIAL,CONSUMER LENDING,42.86859,-78.694388
LENDMARK FINANCIAL SVC,CONSUMER LENDING,40.051197,-75.118695
BARRI,CONSUMER LENDING,29.664291,-95.139266
ONEMAIN FINANCIAL,CONSUMER LENDING,37.733801,-85.885058
AMERICAN THRIFT FINANCIAL,CONSUMER LENDING,29.9973,-90.2138
CHECK INTO CASH,CONSUMER LENDING,29.878259,-90.096527
CLUB HOUSE LOANS,CONSUMER LENDING,26.406299,-80.103387
AMSCOT-THE MONEY SUPERSTORE,CONSUMER LENDING,26.706472,-80.108437
UNIVERSAL ACCEPTANCE CORP,CONSUMER LENDING,41.715481,-83.681663
NATIONAL FUNDING & MGMT GROUP,CONSUMER LENDING,26.397385,-80.076874
LOAN SNAP,CONSUMER LENDING,37.780764,-122.393873
SOURKRAUT EQUITY PARTNERS LLC,CONSUMER LENDING,29.7886,-95.8222
ADVANCE AMERICA,CONSUMER LENDING,40.813669,-96.654752
CENTER FOR ENT OPPORTUNITY,CONSUMER LENDING,26.69486,-80.07809
XPRESS LOANS 911 BUS LOANS,CONSUMER LENDING,26.7084,-80.1993
WESTERN FINANCE SVC,CONSUMER LENDING,29.686281,-95.208716
VANGUARD FUNDING LLC,CONSUMER LENDING,40.917426,-74.085763
AMERICAN BUSINESS FINANCE,CONSUMER LENDING,26.460585,-80.070804
CHECK CASHING STORE,CONSUMER LENDING,26.757637,-80.087283
SECURITY FINANCE,CONSUMER LENDING,29.69406,-95.201521
ONEMAIN FINANCIAL,CONSUMER LENDING,41.679077,-81.303787
WORLD FINANCE,CONSUMER LENDING,30.723178,-95.549692
APPLEPIE FINANCE LLC,CONSUMER LENDING,37.793002,-122.399057
CAH COW,CONSUMER LENDING,30.0069,-90.0636
BAYVIEW LOAN SERVICING LLC,CONSUMER LENDING,40.142783,-75.171202
FINANCE HOME AMERICA,CONSUMER LENDING,29.637369,-95.581527
CHECK INTO CASH,CONSUMER LENDING,29.909606,-90.019723
ACE CASH EXPRESS,CONSUMER LENDING,29.9517,-90.1042
CHECK INTO CASH,CONSUMER LENDING,37.67771,-121.78485
CALIFORNIA CHECK CASHING STORE,CONSUMER LENDING,37.711004,-121.925712
MONARCH FUNDING LLC,CONSUMER LENDING,40.892755,-73.973604
BENEFICIAL LENDING SOLUTIONS,CONSUMER LENDING,40.107815,-83.18383
CASHLAND,CONSUMER LENDING,40.483459,-78.402543
LOAN MAX TITLE LOANS,CONSUMER LENDING,40.566135,-83.121471
UNITED CHECK CASHING,CONSUMER LENDING,40.782171,-74.13861
THERMO CREDIT LLC,CONSUMER LENDING,29.949083,-90.077069
ADVANCE AMERICA,CONSUMER LENDING,26.807711,-80.074547
COLLEGE FUNDING ASSOC,CONSUMER LENDING,40.349585,-74.064363
MARINER FINANCE,CONSUMER LENDING,37.05314,-84.625877
MIDWEST LOAN & RETAIL,CONSUMER LENDING,42.033212,-97.401131
METAIRIE CAPITAL LLC,CONSUMER LENDING,30.00275,-90.16618
CHECK INTO CASH,CONSUMER LENDING,29.53725,-95.0206
ADVANCE AMERICA,CONSUMER LENDING,30.004684,-90.223732
SILVERADO CREDIT UNION,CONSUMER LENDING,38.505229,-122.470787
FARMERS & MERCHANTS BANK,CONSUMER LENDING,39.747989,-81.516398
ONEMAIN FINANCIAL,CONSUMER LENDING,46.901478,-98.707741
JL MONEY MATTERS LLC,CONSUMER LENDING,41.345271,-81.532224
CHECKSMART,CONSUMER LENDING,41.44048,-81.7229
WORLD FINANCE,CONSUMER LENDING,29.204203,-96.275518
TOLEDO FINANCE CORP,CONSUMER LENDING,29.207806,-96.278531
ADELPHI FUNDING LLC,CONSUMER LENDING,26.884214,-80.106225
DELTA LOANS LLC,CONSUMER LENDING,40.3766,-75.2587
FORD MOTOR CREDIT CO LLC,CONSUMER LENDING,42.956111,-71.482607
AG COUNTRY FARM CREDIT SVC,CONSUMER LENDING,46.0183,-98.5267
ONEMAIN FINANCIAL,CONSUMER LENDING,44.920292,-74.881302
INDUSTRIAL DEVELOPMENT,CONSUMER LENDING,43.034074,-74.987123
ACE CASH EXPRESS,CONSUMER LENDING,29.009927,-95.420467
FLEXIBLE FINANCE,CONSUMER LENDING,29.949667,-90.18096
CHECK ADVANCE,CONSUMER LENDING,37.703341,-85.86992
FRANCHISE LEASING,CONSUMER LENDING,40.437235,-74.142343
GLOBAL D S GROUP LLC,CONSUMER LENDING,26.934474,-80.10554
SPECIALTY FUNDING LLC,CONSUMER LENDING,41.2961,-75.3494
SECURITY FINANCE,CONSUMER LENDING,29.2068,-96.277912
ADVANCE AMERICA,CONSUMER LENDING,41.446683,-96.483688
BLACK LAB CORP,CONSUMER LENDING,41.552533,-81.197416
BANK OF PRAGUE,CONSUMER LENDING,41.310422,-96.809271
IWB EQUITY LLC,CONSUMER LENDING,29.99305,-95.490094
PF FUNDING LLC,CONSUMER LENDING,40.380136,-74.090931
QUICK CASH FUNDING,CONSUMER LENDING,30.125124,-95.44004
POLO FUNDING LLC,CONSUMER LENDING,41.674583,-81.340265
AURA LENDING GROUP,CONSUMER LENDING,29.760124,-95.365608
ACE CASH EXPRESS,CONSUMER LENDING,29.563274,-95.5616
CHECK ADVANCE,CONSUMER LENDING,37.342477,-85.343958
V S L EQUITY PARTNERS LLC,CONSUMER LENDING,37.791402,-122.402844
FUNDING CIRCLE,CONSUMER LENDING,37.788462,-122.399897
CHECK INTO CASH,CONSUMER LENDING,29.958213,-90.186825
MO MONEY TERRYTOWN,CONSUMER LENDING,29.898464,-90.018413
REGENCY FINANCE CO,CONSUMER LENDING,41.159784,-80.08552
CUSTOMERS BANK-LOAN OFFICE,CONSUMER LENDING,43.075998,-70.759244
BOAT FINANCE LLC,CONSUMER LENDING,26.712191,-80.051712
CONAN HENRY-CMG FNCL MTG LOAN,CONSUMER LENDING,30.328846,-95.493417
ADVANTAGE FINANCIAL,CONSUMER LENDING,30.297277,-89.761131
GREEN MOUNTAIN FUNDING LT,CONSUMER LENDING,42.3293,-75.3158
COMMUNITY CHOICE FINANCIAL,CONSUMER LENDING,40.372106,-80.682491
SUNNY DAY LOANS,CONSUMER LENDING,29.792334,-95.545153
FRIENDLY LOANS,CONSUMER LENDING,27.510335,-99.502329
ADVANCE AMERICA,CONSUMER LENDING,29.698365,-98.09203
FIRST SAVINGS BANK,CONSUMER LENDING,41.2269,-96.043964
GULFCO CREDIT CORP,CONSUMER LENDING,29.792995,-91.500404
AUTOMOTIVE FINANCE CORP,CONSUMER LENDING,42.998941,-78.530132
WESTERN FUNDING,CONSUMER LENDING,29.649183,-95.248517
SOUTHLAND FINANCE CO,CONSUMER LENDING,29.70229,-91.201143
UNITED CREDIT CORP-MORGAN CITY,CONSUMER LENDING,29.6971,-91.1947
AMERICAN CASH ADVANCE,CONSUMER LENDING,29.800881,-91.50027
DONNA LAFONT-CMG FINANCIAL REP,CONSUMER LENDING,30.16047,-95.459254
RICKER GROUP,CONSUMER LENDING,42.993457,-71.46269
HOLISTIC EQUITY MANAGEMENT,CONSUMER LENDING,29.702331,-95.464879
GOLD STAR FINANCE INC,CONSUMER LENDING,28.982476,-95.97013
GRABA EQUITY CORP,CONSUMER LENDING,29.670119,-95.507939
PRIMECAP FUNDING GROUP,CONSUMER LENDING,26.44986,-80.066594
CHECKSMART,CONSUMER LENDING,41.480579,-81.769244
EDUCATION FUNDING SOLUTIONS,CONSUMER LENDING,29.622272,-95.603029
ONLINE CALIFORNIA TITLE LOANS,CONSUMER LENDING,37.444068,-122.163797
ACE CASH EXPRESS,CONSUMER LENDING,37.817965,-122.275329
YARROW FINANCIAL,CONSUMER LENDING,26.362735,-80.122518
C M G FINANCE INC,CONSUMER LENDING,29.947993,-95.555118
MAGEE FINANCIAL,CONSUMER LENDING,30.726066,-90.524386
COMMUNITY CHOICE FINANCIAL,CONSUMER LENDING,41.605858,-81.474716
AMERICAN MICROLOAN,CONSUMER LENDING,40.85606,-73.970383
MAGEE FINANCIAL,CONSUMER LENDING,30.505565,-90.459757
HORIZON LOANS INC,CONSUMER LENDING,30.726811,-90.508128
WORLD FINANCE,CONSUMER LENDING,30.231996,-93.37751
SECURITY FINANCE,CONSUMER LENDING,28.972706,-95.372081
ONEMAIN FINANCIAL,CONSUMER LENDING,40.67305,-80.581282
ESTATE EQUITY LLC,CONSUMER LENDING,25.747213,-80.260929
AUTOTIME FINANCE LLC,CONSUMER LENDING,29.964647,-95.524946
CREDIT SYSTEMS OF VILLE PLATTE,CONSUMER LENDING,30.68805,-92.27371
WORLD FINANCE,CONSUMER LENDING,29.978605,-92.10894
GARDEN FUNDING INC,CONSUMER LENDING,26.690606,-80.057405
VESTED FINANCE INC,CONSUMER LENDING,37.400306,-122.017826
FIRSTRUST SAVINGS BANK,CONSUMER LENDING,40.008273,-75.287822
ACE CASH EXPRESS,CONSUMER LENDING,29.979401,-95.214257
Z F C FUNDING INC,CONSUMER LENDING,40.350547,-74.076227
EFFICIENT FINANCE,CONSUMER LENDING,40.98468,-73.938587
CHECK INTO CASH,CONSUMER LENDING,30.245316,-92.658745
SMART MONEY FINANCIAL CTR,CONSUMER LENDING,29.998322,-92.285594
AUTOMOTIVE FINANCE CORP,CONSUMER LENDING,30.514091,-90.433578
SOUTHWEST LOAN & INSURANCE CO,CONSUMER LENDING,30.692569,-92.414871
ACE CASH EXPRESS,CONSUMER LENDING,41.48455,-81.801094
INSPIRE FEDERAL CREDIT UNION,CONSUMER LENDING,40.230117,-74.915759
IFA,CONSUMER LENDING,40.6222,-74.3069
ALL-STATE CREDIT PLAN LLC,CONSUMER LENDING,30.121694,-91.829595
ATLAS LOANS INC,CONSUMER LENDING,30.79108,-89.859564
REGAL LOAN,CONSUMER LENDING,30.846905,-90.152704
ENTERPRISE LENDING SOLUTIONS,CONSUMER LENDING,29.5736,-95.6378
XSELL LOANS INC,CONSUMER LENDING,26.616215,-80.162109
SMITH-CRAINE FINANCE,CONSUMER LENDING,37.731659,-122.474201
KOR ONE INVEST & LOAN,CONSUMER LENDING,29.779281,-95.595999
ONEMAIN FINANCIAL,CONSUMER LENDING,41.470352,-75.608353
EMPLOYEE STOCK OPTION FUND,CONSUMER LENDING,37.560227,-122.285608
A & S TX INTL FUNDING GROUP,CONSUMER LENDING,30.165724,-95.501789
IMPACT LOAN LLC,CONSUMER LENDING,30.199273,-92.01416
CAPITAL MORTGAGE SVC,CONSUMER LENDING,30.690421,-92.279396
CASH 1,CONSUMER LENDING,37.668055,-122.09615
WELLS FARGO EQUIPMENT FINANCE,CONSUMER LENDING,40.373711,-75.203939
LOANABILITY,CONSUMER LENDING,40.1003,-75.125689
LOTTERY FUNDING LLC,CONSUMER LENDING,40.067553,-75.466838
FAMILY MEDIATION & COUNSELING,CONSUMER LENDING,39.832213,-74.957278
ACE CASH EXPRESS,CONSUMER LENDING,41.44842,-81.636857
TOLEDO CASHMAX 2,CONSUMER LENDING,41.604563,-83.664336
MARINER FINANCE,CONSUMER LENDING,27.936728,-82.315636
ADAM DAVIDSON LLC,CONSUMER LENDING,43.191889,-71.532527
ACE CASH EXPRESS,CONSUMER LENDING,41.54035,-81.613632
ACE CASH EXPRESS,CONSUMER LENDING,41.463935,-81.790273
CASH STORE,CONSUMER LENDING,30.045993,-95.347404
GUEYDAN LOAN CO,CONSUMER LENDING,29.998232,-92.285294
AMERICAN CASH ADVANCE,CONSUMER LENDING,30.501448,-90.479132
JENNINGS CREDIT,CONSUMER LENDING,30.228613,-92.657861
TOWER LOAN,CONSUMER LENDING,30.224824,-92.657837
SCHERBER EQUITY,CONSUMER LENDING,30.062689,-95.081125
CASH STORE,CONSUMER LENDING,29.468142,-95.086481
ACE CASH EXPRESS,CONSUMER LENDING,29.176444,-95.432872
TRI-STATE EQUIPMENT FINANCING,CONSUMER LENDING,47.3768,-102.7676
ACE CASH EXPRESS,CONSUMER LENDING,41.481457,-81.60537
IMPERIAL CREDIT INC,CONSUMER LENDING,30.448755,-91.146201
COOPER CREDIT,CONSUMER LENDING,30.450126,-91.146075
GRIT EQUITYGRIT EQUITY,CONSUMER LENDING,29.785592,-95.548514
COVINGTON CREDIT CORP,CONSUMER LENDING,30.719108,-95.564308
REPUBLIC FINANCE INC,CONSUMER LENDING,29.796244,-90.820998
ONEMAIN FINANCIAL,CONSUMER LENDING,29.80106,-90.84868
TRUCK STOP FUNDING & SVC LLC,CONSUMER LENDING,26.713522,-80.110121
CHECK INTO CASH,CONSUMER LENDING,29.598425,-95.525925
CAPITAL FARM CREDIT,CONSUMER LENDING,29.771548,-95.818639
LIQUID CAPITAL OF NORTHERN NJ,CONSUMER LENDING,41.047671,-74.746402
BB & T,CONSUMER LENDING,40.229314,-74.911816
PAYDAY EXPRESS CHECK CASHING,CONSUMER LENDING,41.218754,-96.092871
CHECK INTO CASH,CONSUMER LENDING,41.260445,-96.038139
QUICK N EASY PAYDAY LOANS,CONSUMER LENDING,30.7267,-90.5196
ONEMAIN FINANCIAL,CONSUMER LENDING,40.811145,-79.518132
CREDIT LOANS INC,CONSUMER LENDING,30.722228,-95.550217
TOLEDO FINANCE CORP,CONSUMER LENDING,30.722517,-95.550782
DIRECT LENDING PARTNER LLC,CONSUMER LENDING,40.667051,-75.383956
LOANSTAR TITLE LOANS,CONSUMER LENDING,30.334923,-95.470279
ALLIED CASH ADVANCE,CONSUMER LENDING,30.503659,-90.4924
RIGHT ANGLE LENDING LLC,CONSUMER LENDING,26.653427,-80.237434
ADVANCE AMERICA,CONSUMER LENDING,41.387457,-81.769352
ONEMAIN FINANCIAL,CONSUMER LENDING,40.869223,-79.930376
ONEMAIN FINANCIAL,CONSUMER LENDING,40.84244,-76.826
UNITED CREDIT CORP-LAKE CHRLS,CONSUMER LENDING,30.191481,-93.21814
SHERMAN CREDIT,CONSUMER LENDING,30.448597,-91.150798
CREDIT PLAN OF BATON ROUGE,CONSUMER LENDING,30.448999,-91.139755
DELTA CREDIT,CONSUMER LENDING,30.448772,-91.145678
INTERCONTINENTAL CAPITAL GROUP,CONSUMER LENDING,40.878468,-74.300964
FREEDOM PLUS,CONSUMER LENDING,37.55341,-122.30029
AURA,CONSUMER LENDING,37.785297,-122.395579
LENDMARK FINANCIAL SVC,CONSUMER LENDING,41.876473,-80.757638
CLOUD LENDING SOLUTIONS,CONSUMER LENDING,37.536463,-122.324932
ONEMAIN FINANCIAL,CONSUMER LENDING,30.189157,-92.013171
MAXLEND,CONSUMER LENDING,47.952303,-102.133723
PREFERRED COMMERCIAL CAPITAL,CONSUMER LENDING,40.361434,-79.660823
AMERICAN CASH ADVANCE,CONSUMER LENDING,30.518983,-92.074172
CASH COW,CONSUMER LENDING,30.689872,-92.272618
UPSTART NETWORKS INC,CONSUMER LENDING,37.425614,-122.146221
ADVANCE AMERICA,CONSUMER LENDING,29.810154,-90.815836
AMERICAN CASH ADVANCE,CONSUMER LENDING,30.727121,-90.513103
MONROE CAPITAL,CONSUMER LENDING,37.792973,-122.404153
HOLIDAY FINANCIAL SVC CORP,CONSUMER LENDING,40.272274,-78.855324
CASH 4 TITLE LOANS,CONSUMER LENDING,30.3139,-95.4478
SMART CAR FINANCE LLC,CONSUMER LENDING,30.137976,-95.44455
ESQUIRE EQUITY LLC,CONSUMER LENDING,40.687638,-75.21822
OUPAC FINANCIAL SVC,CONSUMER LENDING,30.219884,-92.376261
AUDUBON CREDIT INC,CONSUMER LENDING,30.448288,-91.139957
CREDIT BENGAL,CONSUMER LENDING,30.287671,-91.23199
DOLLAR BANK LOAN CTR,CONSUMER LENDING,40.685615,-80.082641
MAGEE FINANCIAL,CONSUMER LENDING,30.776134,-89.854541
SPEEDWAY LOANS INC,CONSUMER LENDING,25.767577,-80.19692
SUNSTAR PRIVATE EQUITY III LLC,CONSUMER LENDING,26.330759,-80.091474
CHECK 'N GO,CONSUMER LENDING,40.713308,-99.083499
CASHMAX OHIO,CONSUMER LENDING,41.874792,-80.774676
SOUTHWEST LOAN CO OF ABBEVILLE,CONSUMER LENDING,29.97234,-92.123547
WORLD FINANCE,CONSUMER LENDING,29.98728,-91.818313
RAVEN FUNDING CORP,CONSUMER LENDING,26.701491,-80.036238
FNB CONSUMER DISCOUNT CO,CONSUMER LENDING,41.119926,-78.734535
ONEMAIN FINANCIAL,CONSUMER LENDING,40.46327,-78.751147
ADVANCE AMERICA,CONSUMER LENDING,41.456248,-81.78747
SECURITY FINANCE,CONSUMER LENDING,30.451999,-93.440258
PEOPLES SECURITY BANK & TRUST,CONSUMER LENDING,41.486468,-75.694133
FARM CREDIT SVC,CONSUMER LENDING,46.17658,-103.396682
PROFESSIONAL FUNDING SOURCE,CONSUMER LENDING,26.359898,-80.103333
NORTHERN CA CMNTY LOAN FUND,CONSUMER LENDING,37.785914,-122.403377
ONEMAIN FINANCIAL,CONSUMER LENDING,41.350801,-79.71749
COLONY CLUB COMMUNITY FUND INC,CONSUMER LENDING,35.09877,-83.082039
MAHONING CONSUMER DISCOUNT,CONSUMER LENDING,41.027039,-80.353249
FIRST FINANCIAL SVC,CONSUMER LENDING,30.776134,-89.854541
SUNBELT CREDIT,CONSUMER LENDING,30.788474,-89.862956
AMEICAN CASH ADVANCE,CONSUMER LENDING,30.688408,-92.274857
CNB BANK,CONSUMER LENDING,41.652197,-78.811586
TEAMMATE LENDING GROUP LLC,CONSUMER LENDING,25.75285,-80.255597
LOAN FINDER E-GLOBAL FINANCE,CONSUMER LENDING,29.7198,-95.4259
TEXAN CREDIT CORP,CONSUMER LENDING,29.6617,-95.2801
REPUBLIC FINANCE INC,CONSUMER LENDING,30.213837,-92.046364
GALLINEAU FINANCE LLC,CONSUMER LENDING,30.533248,-92.082729
AMERICAN NATIONAL BANK-31ST,CONSUMER LENDING,41.337317,-95.96169
CHECK INTO CASH,CONSUMER LENDING,29.972086,-92.098828
CHECK INTO CASH,CONSUMER LENDING,30.290597,-91.911221
TEXAS CAR TITLE & PAYDAY LOANS,CONSUMER LENDING,30.136986,-95.44635
ACE CASH EXPRESS,CONSUMER LENDING,27.99654,-82.510773
FAMILY FINANCE FREEDOM LLC,CONSUMER LENDING,28.10401,-82.373017
ACE CASH EXPRESS,CONSUMER LENDING,27.944466,-82.488747
TOWER LOAN,CONSUMER LENDING,30.500797,-90.476964
KALISH & ASSOC,CONSUMER LENDING,37.893333,-122.076432
FIRST SECURITY LOAN,CONSUMER LENDING,38.36367,-122.708986
SIDNEY FEDERAL CREDIT UNION,CONSUMER LENDING,42.454242,-75.097371
PALMER'S CAR & AUTO TITLE SVC,SALES FINANCING,29.678583,-95.421265
JENNIFER KUTAC-CMG FNCL MTG,CONSUMER LENDING,30.16047,-95.459254
INTERNATIONAL MICRO-LOANS-BFFL,CONSUMER LENDING,42.982765,-78.628969
STEARNS LENDING LLC,CONSUMER LENDING,41.2391,-75.8577
REMINGTON CAPITAL HOLDINGS INC,CONSUMER LENDING,42.227742,-79.793167
ADVANCE AMERICA,CONSUMER LENDING,30.477189,-90.086178
MULTI FUND MORTGAGES,CONSUMER LENDING,41.404302,-81.626141
STAR LOANS,CONSUMER LENDING,30.710693,-94.947365
CASHMAX OHIO,CONSUMER LENDING,41.604563,-83.664336
ONEMAIN FINANCIAL,CONSUMER LENDING,41.376201,-82.082279
NATIONAL ASSOCIATED MORTGAGE,CONSUMER LENDING,29.771703,-95.719283
LENCO FINANCE OF CARENCRO INC,CONSUMER LENDING,30.322583,-92.047133
MONEY MART,CONSUMER LENDING,37.764669,-122.422173
SMART FINANCIAL CREDIT UNION,CONSUMER LENDING,30.048836,-95.238918
ONEMAIN FINANCIAL,CONSUMER LENDING,45.536679,-122.618185
TRANSFAC,CONSUMER LENDING,45.570687,-122.582826
SECURITY FINANCE,CONSUMER LENDING,30.867481,-93.284442
CHECK INTO CASH,CONSUMER LENDING,30.495909,-92.441624
ASCEND FUNDING LLC,CONSUMER LENDING,25.7808,-80.3591
ONEMAIN FINANCIAL,CONSUMER LENDING,41.417484,-81.69421
US MARKETING GROUP,CONSUMER LENDING,29.998315,-95.173989
ADVANCE AMERICA,CONSUMER LENDING,29.217457,-96.287806
FARM CREDIT OF W N Y A C A,CONSUMER LENDING,42.996437,-78.278846
CAIRNWOOD COOPERATIVE,CONSUMER LENDING,40.154875,-75.075543
GREENVILLE SAVINGS BANK,CONSUMER LENDING,41.405419,-80.387137
HAMLIN BANK & TRUST CO,CONSUMER LENDING,41.7132,-78.5353
