Compa,NAICS,Latit,Longi
ADVANCE AMERICA,CONSUMER LENDING,29.806749,-91.507851
NICK ARNONE LOANS,CONSUMER LENDING,30.493116,-90.482877
AMERICAN CASH ADVANCE,CONSUMER LENDING,29.991492,-91.811312
ZOOM LENDING LLC,CONSUMER LENDING,29.870606,-95.349515
SECURITY FINANCE,CONSUMER LENDING,30.314372,-95.449282
ADVANCE AMERICA,CONSUMER LENDING,41.278364,-96.099965
ONEMAIN FINANCIAL,CONSUMER LENDING,41.610895,-81.524057
FIRSTLEASE INC,CONSUMER LENDING,40.168829,-75.143337
VANTAGE FINANCE LLC,CONSUMER LENDING,41.275684,-96.233327
BOLTON CREDIT,CONSUMER LENDING,30.484252,-90.95527
AMERICAN CASH ADVANCE,CONSUMER LENDING,30.483681,-91.117266
ADVANCE AMERICA,CONSUMER LENDING,26.706919,-80.134529
CHECK 'N GO,CONSUMER LENDING,29.268765,-94.83006
BAM AUTO FINANCE,CONSUMER LENDING,26.634701,-80.226564
AMSCOT-THE MONEY SUPERSTORE,CONSUMER LENDING,28.053632,-82.432841
WARNER BENEFITS,CONSUMER LENDING,40.535168,-75.39466
LOANS USA,CONSUMER LENDING,29.691023,-95.206489
TRIDENT FUNDING CO,CONSUMER LENDING,39.973522,-74.777717
ONEMAIN FINANCIAL,CONSUMER LENDING,45.228898,-123.172767
ATLANTIC FUNDING LLC,CONSUMER LENDING,26.671712,-80.05053
CALIFORNIA CHECK CASHING STORE,CONSUMER LENDING,37.992368,-122.11951
AMERICAN CREDIT LOANS,CONSUMER LENDING,29.9798,-95.4684
SOMMERALL INSTALLMENT LOANS,CONSUMER LENDING,29.881828,-95.656425
FAST AUTO & PAYDAY LOANS INC,CONSUMER LENDING,29.796792,-90.830094
DECKER FINANCE LTD,CONSUMER LENDING,28.379751,-82.233392
URBAN EQUITY GROUP USA INC,CONSUMER LENDING,26.9168,-80.1024
FINANCE ONE LLC,CONSUMER LENDING,29.673396,-95.540021
LOAN SMART,CONSUMER LENDING,41.440268,-82.185774
ONEMAIN FINANCIAL,CONSUMER LENDING,42.123322,-75.963179
NEIGHBORS FEDERAL CREDIT UNION,CONSUMER LENDING,30.441858,-91.106267
PRN FUNDING LLC,CONSUMER LENDING,41.465337,-81.502237
FIRST CASH,CONSUMER LENDING,26.753731,-80.080444
CHECK INTO CASH,CONSUMER LENDING,30.231118,-92.364961
LAFAYETTE SCHOOLS FEDERAL CU,CONSUMER LENDING,30.230838,-92.377031
DEEP SOUTH FINANCIAL SVC INC,CONSUMER LENDING,30.217742,-92.375089
SUPREME LENDING,CONSUMER LENDING,26.464542,-80.066924
ADVANCE AMERICA,CONSUMER LENDING,40.764772,-99.740368
TOYOTA FINANCIAL SVC,CONSUMER LENDING,40.727099,-96.673373
REPUBLIC FINANCE INC,CONSUMER LENDING,29.704068,-91.198634
TROJAN PAYDAY LOANS,CONSUMER LENDING,29.716588,-90.58642
REPUBLIC FINANCE,CONSUMER LENDING,29.846308,-95.504473
HERITAGE PRIVATE EQUITY,CONSUMER LENDING,29.787289,-95.497993
WORLD FINANCE,CONSUMER LENDING,30.79108,-89.859564
AMSCOT-THE MONEY SUPERSTORE,CONSUMER LENDING,28.024693,-82.563532
VADI FUNDING I LP,CONSUMER LENDING,29.570011,-95.215935
ONEMAIN FINANCIAL,CONSUMER LENDING,40.378155,-80.669601
WORLD FINANCE,CONSUMER LENDING,29.571506,-95.286689
CHECK 'N GO,CONSUMER LENDING,29.183738,-95.432932
CHECK 'N GO,CONSUMER LENDING,41.143484,-95.911593
CMAC INC,CONSUMER LENDING,41.212635,-96.006772
DOMES FINANCIAL SVC,CONSUMER LENDING,30.193115,-92.060161
ONEMAIN FINANCIAL,CONSUMER LENDING,30.197833,-93.2469
TEXAS CAR TITLE & PAYDAY LOANS,CONSUMER LENDING,29.395643,-94.941961
AUTOMOTIVE TITLE GUARANTY,SALES FINANCING,26.363529,-80.088127
A E-G J C FUNDING LP,CONSUMER LENDING,26.372812,-80.120459
GOLD STAR FINANCE INC,CONSUMER LENDING,29.746098,-94.949157
TEXAS FIRST BANK,CONSUMER LENDING,29.299175,-94.793216
LOANSTAR TITLE LOANS,CONSUMER LENDING,29.39567,-94.940401
CASH COW,CONSUMER LENDING,30.532991,-92.085533
SOUTHBELT INSTALLMENT LOANS,CONSUMER LENDING,29.604539,-95.235996
UNITED CHECK CASHING,CONSUMER LENDING,40.202427,-74.028681
SUN LOAN CO,CONSUMER LENDING,29.443679,-95.089966
WESTERN FINANCE SVC,CONSUMER LENDING,29.299886,-94.79228
SMART MONEY FINANCIAL CTR,CONSUMER LENDING,30.145528,-91.823364
HARBOR LOANS OF JENNINGS LLC,CONSUMER LENDING,30.2204,-92.6635
CHECK 'N GO,CONSUMER LENDING,29.680583,-95.123489
AGRICULTURAL LOANS,CONSUMER LENDING,40.866076,-97.591419
ASCENT EQUITY GROUP LLC,CONSUMER LENDING,29.751475,-95.501784
MARINER FINANCE,CONSUMER LENDING,30.010752,-95.589884
PIGGY BANK PAY DAY LOANS,CONSUMER LENDING,30.485233,-90.885701
FUNDING STRATEGY PARTNERS LLC,CONSUMER LENDING,40.228741,-74.93697
ACE CASH EXPRESS,CONSUMER LENDING,29.395423,-94.948465
EDGEPOINT,CONSUMER LENDING,41.456238,-81.492856
MARINER FINANCE,CONSUMER LENDING,29.733469,-95.623964
SECURITY FINANCE,CONSUMER LENDING,30.712741,-94.933202
U-FI,CONSUMER LENDING,40.812939,-96.702972
GRAFTON FUNDING,CONSUMER LENDING,29.709674,-95.457674
OMEGA CORPORATE FINANCE,CONSUMER LENDING,37.792451,-122.393987
WORLD ACCEPTANCE,CONSUMER LENDING,30.070898,-95.45346
FIREFLY FUNDING LP,CONSUMER LENDING,46.7947,-100.7573
FINANCE SERVICE OF FRANKLIN,CONSUMER LENDING,29.791023,-91.501639
SUGARLAND CREDIT INC,CONSUMER LENDING,29.791304,-91.500658
GULF COAST EQPT FINANCING LLC,CONSUMER LENDING,30.469107,-90.143289
MAIN LINE EQUITY PARTNERS,CONSUMER LENDING,40.007276,-75.290133
ONEMAIN FINANCIAL,CONSUMER LENDING,42.459648,-79.318977
MM FINANCE LLC,CONSUMER LENDING,41.119874,-95.954757
AMERICAN CASH ADVANCE,CONSUMER LENDING,30.186702,-92.066195
S A C FUNDING LLC,CONSUMER LENDING,26.3775,-80.1188
MARINER FINANCE,CONSUMER LENDING,26.720131,-80.11351
FLORIDA AUTO LOANS,CONSUMER LENDING,26.697735,-80.111099
CALIFORNIA CHECK CASHING STORE,CONSUMER LENDING,38.110307,-122.258321
CHECK INTO CASH,CONSUMER LENDING,36.85431,-121.397963
INVESTOR LOAN SOURCE,CONSUMER LENDING,29.368867,-94.975484
SCHOOLS FOR AFRICA FUND,CONSUMER LENDING,37.406816,-122.133101
CIRCLEUP NETWORK INC,CONSUMER LENDING,37.788614,-122.404075
STEARNS LENDING,CONSUMER LENDING,37.548385,-122.320189
CHECKSMART,CONSUMER LENDING,41.618003,-83.664182
ONEMAIN FINANCIAL,CONSUMER LENDING,40.238181,-76.98018
CASH SMART,CONSUMER LENDING,41.573441,-81.524345
CORE MEDIA FUNDING LLC,CONSUMER LENDING,28.195394,-82.622505
ONEMAIN FINANCIAL,CONSUMER LENDING,37.549277,-122.050521
STAR LOANS CORPORATE OFFICE,CONSUMER LENDING,29.999215,-95.260471
SUN LOAN CO,CONSUMER LENDING,29.046833,-95.460777
REPUBLIC FINANCE INC,CONSUMER LENDING,29.791117,-91.501458
ACE CASH EXPRESS,CONSUMER LENDING,41.504814,-81.632469
CASHMAX OHIO,CONSUMER LENDING,41.420162,-81.761101
CHECKSMART,CONSUMER LENDING,41.557304,-81.551315
CHECKSMART,CONSUMER LENDING,41.43403,-81.800739
CALIFORNIA CHECK CASHING STORE,CONSUMER LENDING,37.632955,-122.065323
DIVERSIFIED CAPITAL,CONSUMER LENDING,37.229791,-121.98182
KNICKERBOCKER FUNDING LLC,CONSUMER LENDING,39.777544,-75.59591
SECURITY FINANCE,CONSUMER LENDING,29.643523,-95.565759
CASH-2-U,CONSUMER LENDING,29.587108,-90.704749
CASH STORE,CONSUMER LENDING,30.014177,-95.592374
FUNDING CONSULTANTS INC,CONSUMER LENDING,40.716252,-74.345571
DENTAL COMMERCE CORP,CONSUMER LENDING,45.518453,-122.674855
ROBO CORP LENDING & FINANCE,CONSUMER LENDING,30.033672,-89.972243
SUN LOAN CO,CONSUMER LENDING,39.100151,-94.40815
CALIFORNIA CHECK CASHING STORE,CONSUMER LENDING,38.249674,-122.050469
SECURITY FINANCE,CONSUMER LENDING,29.31141,-96.088105
MONEY TREE,CONSUMER LENDING,36.876868,-89.579462
GOLD STAR FINANCE INC,CONSUMER LENDING,29.998792,-95.251661
CMG FINANCIAL,CONSUMER LENDING,29.762218,-95.415902
TITLE MAX,CONSUMER LENDING,29.180489,-95.433393
JERSEY PROJECTS FUNDING,CONSUMER LENDING,40.944114,-74.205559
LEND NATION,CONSUMER LENDING,39.012972,-94.57439
CHECKSMART,CONSUMER LENDING,39.009338,-94.574468
LOAN MAX TITLE LOANS,CONSUMER LENDING,41.418654,-81.709885
MARK CREDIT CORP,CONSUMER LENDING,29.794033,-91.500816
ADVANCE AMERICA,CONSUMER LENDING,29.613346,-90.744945
ADVANCE AMERICA,CONSUMER LENDING,39.238701,-94.576861
LEND NATION,CONSUMER LENDING,39.014095,-94.272087
CASHMAX OHIO,CONSUMER LENDING,41.433228,-81.524269
LOAN STAR TITLE LOANS,CONSUMER LENDING,29.932155,-93.928875
TOWER LOAN,CONSUMER LENDING,29.802061,-91.500046
TITLE CASH,CONSUMER LENDING,37.879688,-90.511228
GET AUTO CAR TITLE LOANS NORTH,CONSUMER LENDING,41.400988,-81.940828
BRIAR CAPITOL,CONSUMER LENDING,29.746543,-95.561855
LEND NATION,CONSUMER LENDING,38.909495,-94.522594
LOAN MAX TITLE LOANS,CONSUMER LENDING,41.463478,-81.646257
MEDIA LENDING PARTNERS LLC,CONSUMER LENDING,40.216651,-74.119057
AMERICAN CAPITAL RECOVERY CORP,CONSUMER LENDING,40.01961,-75.324135
CHECK 'N GO,CONSUMER LENDING,29.50582,-95.10163
MARINER FINANCE,CONSUMER LENDING,40.456909,-78.409549
EQUITABLE FINANCE CO,CONSUMER LENDING,44.958958,-123.017194
PAYCHECK ADVANCE,CONSUMER LENDING,41.232967,-96.121494
ONEMAIN FINANCIAL,CONSUMER LENDING,48.2078,-101.2788
TITLE MAX,CONSUMER LENDING,39.103092,-94.450849
SECURITY FINANCE,CONSUMER LENDING,36.236483,-90.045278
CHECKSMART,CONSUMER LENDING,41.41614,-81.57171
TEXAS CAR TITLE & PAYDAY LOANS,CONSUMER LENDING,30.7617,-96.3208
CHECK INTO CASH,CONSUMER LENDING,39.198333,-94.549191
HARRIS COUNTY HOUSING FINANCE,CONSUMER LENDING,29.760124,-95.365608
OPORTUN,CONSUMER LENDING,29.920384,-95.49478
ONEMAIN FINANCIAL,CONSUMER LENDING,41.359947,-81.81562
ADVANCE AMERICA,CONSUMER LENDING,30.07531,-95.433784
HAMILTON FUNDING GROUP INC,CONSUMER LENDING,40.883157,-73.955055
ACE CASH EXPRESS,CONSUMER LENDING,45.504294,-122.493078
MR CASH,CONSUMER LENDING,30.198384,-93.201269
REPUBLIC FINANCE INC,CONSUMER LENDING,30.227657,-93.345862
ADVANCE AMERICA,CONSUMER LENDING,38.948586,-94.583565
SKY EQUITY LLC,CONSUMER LENDING,37.751424,-122.434353
ADVANCED CASH & CHECK CASHING,CONSUMER LENDING,40.81322,-96.692909
ADVANCED CASH & CHECK CASHING,CONSUMER LENDING,40.827712,-96.644705
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,30.493939,-92.44525
UNITED FINANCE CO,CONSUMER LENDING,44.9102,-122.9509
ADVANCE AMERICA,CONSUMER LENDING,36.236838,-90.035056
A & A LOANS,CONSUMER LENDING,36.546966,-90.522146
SENIOR ADVANTAGE ASSN,CONSUMER LENDING,37.724453,-122.406933
FCS FINANCIAL,CONSUMER LENDING,39.747977,-94.767323
EASY MONEY,CONSUMER LENDING,36.04165,-90.337764
SECURITY FINANCE,CONSUMER LENDING,39.080823,-94.450147
ADVANCE AMERICA,CONSUMER LENDING,39.102335,-94.444647
PRIVATE EQUITY PARTNERS LLC,CONSUMER LENDING,41.208302,-73.384071
CHECKSMART,CONSUMER LENDING,41.65382,-81.375053
AUTO PAWN,CONSUMER LENDING,41.284927,-96.049382
PEDESTAL BANK,CONSUMER LENDING,30.200665,-92.029194
ONEMAIN FINANCIAL,CONSUMER LENDING,40.989643,-76.005981
EXCEL FINANCE CO,CONSUMER LENDING,29.048502,-95.463952
TOWER LOAN,CONSUMER LENDING,30.775109,-89.854853
ACE CASH EXPRESS,CONSUMER LENDING,41.500332,-81.55555
CAPITAL FUNDING OPPORTUNITIES,CONSUMER LENDING,29.746788,-95.375131
MONEYLINE LENDING,CONSUMER LENDING,40.23792,-76.950931
LINCOLN LOAN CO,CONSUMER LENDING,45.519832,-122.652398
ACE CASH EXPRESS,CONSUMER LENDING,29.894398,-90.13313
ONE WAY CHECK ADVANCE,CONSUMER LENDING,29.894373,-90.131623
SHOWMETHEMONEY,CONSUMER LENDING,39.795143,-94.84552
ONEMAIN FINANCIAL,CONSUMER LENDING,46.799263,-100.780624
NWSE CAPITAL,CONSUMER LENDING,45.479001,-122.577277
USA FUNDING INC,CONSUMER LENDING,40.430236,-74.197947
TOWER LOAN,CONSUMER LENDING,36.7557,-90.3945
CSNK WORKING CAPITAL FINANCE,CONSUMER LENDING,37.547581,-122.30772
ONEMAIN FINANCIAL,CONSUMER LENDING,41.867161,-103.663226
CHECKSMART,CONSUMER LENDING,41.404808,-81.784683
CALIBER FUNDING LLC,CONSUMER LENDING,40.784833,-74.370313
AMERICAN NATIONAL BANK-STHPRT,CONSUMER LENDING,41.178454,-96.101537
C & K ACCEPTANCE LLC,CONSUMER LENDING,36.075223,-79.415566
ALL PAWN NO 2,CONSUMER LENDING,30.000023,-95.267077
PROFESSIONAL PRACTICE CAPITAL,CONSUMER LENDING,30.132255,-95.451306
ONEMAIN FINANCIAL,CONSUMER LENDING,39.796175,-94.81219
ADVANCE AMERICA,CONSUMER LENDING,39.056863,-94.414601
DIVERSIFIED CAPITAL FUNDING,CONSUMER LENDING,37.50294,-122.295944
ONEMAIN FINANCIAL,CONSUMER LENDING,29.556757,-95.372372
ADVANCE AMERICA,CONSUMER LENDING,29.537108,-95.01877
MAHLER FINANCIAL GROUP INC,CONSUMER LENDING,41.554065,-73.039671
CHECK 'N GO,CONSUMER LENDING,41.591579,-81.550591
PARK LANE FINANCE SOLUTIONS,CONSUMER LENDING,36.438458,-80.035179
ACE CASH EXPRESS,CONSUMER LENDING,36.136797,-80.242567
CHECK INTO CASH,CONSUMER LENDING,38.255259,-122.020377
SUNSHINE EQUITY LLC,CONSUMER LENDING,41.537778,-72.654687
CHECK 'N GO,CONSUMER LENDING,30.177053,-81.742381
TRUCK FINANCE OF AMERICA LLC,CONSUMER LENDING,36.131752,-79.863326
BONDED TITLE AUTO LOANS,CONSUMER LENDING,29.621294,-95.279716
WORLD FINANCE,CONSUMER LENDING,30.093029,-93.764421
CHEMICAL BANK LOAN PRODUCTION,CONSUMER LENDING,41.41697,-81.89898
JONATHAN SCHULTZ-ONYX EQUITIES,CONSUMER LENDING,40.276721,-74.056064
UNITED FINANCE CO,CONSUMER LENDING,45.4415,-122.7767
COUNCIL FOR LATINO WORKPLACE,CONSUMER LENDING,29.74162,-95.484581
REGIONAL FINANCE CORP,CONSUMER LENDING,29.552385,-95.256882
CAPITAL WARRANTY SOLUTIONS,CONSUMER LENDING,41.333581,-96.355039
CLERKIE LENDING LLC,CONSUMER LENDING,37.405219,-122.146287
CASHLAND,CONSUMER LENDING,41.388111,-82.077086
LEGISLATIVE BUDGET & FINANCE,CONSUMER LENDING,40.266098,-76.882141
ADVANCE POINT CAPITAL LLC,CONSUMER LENDING,39.948944,-75.02647
NEW MONEY MART,CONSUMER LENDING,38.935,-94.508381
TEXAS CAR TITLE & PAYDAY LOANS,CONSUMER LENDING,30.119773,-94.143355
ACE CASH EXPRESS,CONSUMER LENDING,29.947671,-93.993365
FRED RUSSELL CORP,CONSUMER LENDING,42.092372,-75.931664
LEND NATION,CONSUMER LENDING,37.880578,-90.515604
FIRST AMERICAN ACCEPTANCE CO,CONSUMER LENDING,40.294249,-74.055864
ONEMAIN FINANCIAL,CONSUMER LENDING,29.998392,-95.177491
KENCO EQUIPMENT,CONSUMER LENDING,45.421345,-122.66673
ZUBERANCE,CONSUMER LENDING,37.506498,-122.259849
RAPID PAYDAY & TITLE LOANS,CONSUMER LENDING,30.080022,-94.129819
TEXAS CAR TITLE & PAYDAY LOANS,CONSUMER LENDING,29.701332,-98.095871
CHECK INTO CASH,CONSUMER LENDING,39.01133,-94.466746
CASHLAND,CONSUMER LENDING,41.432433,-82.186047
TITLE MAX,CONSUMER LENDING,29.663192,-95.132075
TRANSAMERICA FINANCE CORP,CONSUMER LENDING,37.795162,-122.402745
ONEMAIN FINANCIAL,CONSUMER LENDING,29.403742,-95.034734
NEW CENTURY FINANCIAL SVC INC,CONSUMER LENDING,40.8158,-74.3681
SECURITY FINANCE,CONSUMER LENDING,39.78373,-94.802231
OAKTREE SPECIALTY LENDING CORP,CONSUMER LENDING,37.428959,-122.144356
INVICTA FINANCE INC,CONSUMER LENDING,41.400897,-75.660642
ENERGY EFFICIENCY FUNDING GRP,CONSUMER LENDING,37.578068,-122.348783
JGF FUNDING LLC,CONSUMER LENDING,40.302779,-76.808535
5 STAR CAR TITLE LOANS,CONSUMER LENDING,37.565721,-122.321829
WELLS FARGO EQUIPMENT FINANCE,CONSUMER LENDING,29.5847,-98.7026
SUN LOAN CO,CONSUMER LENDING,30.675853,-96.373453
PAYDAY EXPRESS,CONSUMER LENDING,41.259462,-95.971594
LEND NATION,CONSUMER LENDING,39.7235,-91.39627
LJCI,CONSUMER LENDING,37.797842,-122.428838
ACE CASH EXPRESS,CONSUMER LENDING,41.518243,-81.651455
GREGORY FUNDING LLC,CONSUMER LENDING,45.5187,-122.6762
MARY L TRACY COMMUNITY CTR,CONSUMER LENDING,41.279888,-73.025449
LENDING MANAGER,CONSUMER LENDING,39.6351,-75.7065
ELIZABETH IRISH-CMG FNCL REP,CONSUMER LENDING,44.893064,-123.036949
CHECK 'N GO,CONSUMER LENDING,48.168275,-103.6187
TITLE CASH,CONSUMER LENDING,37.705751,-89.893642
SYSTEMS SERVICES,CONSUMER LENDING,36.894412,-89.592198
PUBLIC LOAN CO,CONSUMER LENDING,42.091439,-75.956403
CHECK INTO CASH,CONSUMER LENDING,37.590935,-122.071495
COURTER ROBERT J FINANCIAL SVC,CONSUMER LENDING,40.926236,-77.753139
BROWNSTONE PARTNERS LLC,CONSUMER LENDING,36.153962,-80.314231
FUNDING GROUP MORGAN INC,CONSUMER LENDING,42.976044,-78.822574
ACE CASH EXPRESS,CONSUMER LENDING,29.650256,-95.18357
JENSSEN CONSULTING,CONSUMER LENDING,40.598015,-75.623336
DOMINION SETTLEMENT FUNDING,CONSUMER LENDING,40.120902,-74.144471
FARM CREDIT EAST ACA,CONSUMER LENDING,44.670485,-74.964393
CHECK INTO CASH,CONSUMER LENDING,41.378239,-81.79001
SECURE LENDING SOLUTIONS LLC,CONSUMER LENDING,45.433617,-122.7622
CASH COUNTRY,CONSUMER LENDING,36.868133,-89.580278
TITLE MAX,CONSUMER LENDING,30.068801,-94.130856
SECURITY FINANCE,CONSUMER LENDING,28.89257,-99.09406
NORTH MARQ CAPITAL LLC,CONSUMER LENDING,41.267203,-96.06151
HOLIDAY FINANCIAL SVC CORP,CONSUMER LENDING,40.434519,-78.412596
WORLD FINANCE,CONSUMER LENDING,36.880451,-89.57193
VISION MORTGAGE GROUP,CONSUMER LENDING,37.742921,-122.473102
FARM CREDIT EAST,CONSUMER LENDING,43.933455,-75.864031
LOAN MAX TITLE LOANS,CONSUMER LENDING,41.874428,-80.77622
ACE CASH EXPRESS,CONSUMER LENDING,41.538978,-81.572524
ADVANCE AMERICA,CONSUMER LENDING,29.403373,-95.034384
SUN LOAN CO,CONSUMER LENDING,30.063112,-94.795815
EZ MONEY CORPORATE,CONSUMER LENDING,41.119874,-95.954757
VERIFICATION MANAGEMENT,CONSUMER LENDING,36.072814,-79.802363
SECURITY FINANCE,CONSUMER LENDING,37.739422,-89.876579
BANNER FINANCE CO,CONSUMER LENDING,36.758539,-90.400458
ALLIED LOANS INC,CONSUMER LENDING,29.02632,-95.396188
TITLE MAX,CONSUMER LENDING,28.823476,-97.001139
OHIO AUTO LOAN SVC INC,CONSUMER LENDING,41.413963,-81.927509
COMMERCIAL CAPITAL FUNDING LLC,CONSUMER LENDING,29.674741,-95.573449
SUN LOAN CO,CONSUMER LENDING,37.78962,-90.44128
TMX FINANCE,CONSUMER LENDING,39.242076,-94.44125
SHIPPER FINANCE CO LLC,CONSUMER LENDING,29.736805,-95.573018
FINANCIAL RESOURCES MANAGEMENT,CONSUMER LENDING,46.889693,-113.956585
ROCKY MOUNTAIN CAPITAL LLC,CONSUMER LENDING,46.819267,-114.02978
MAGNOLIA BANK MORTGAGE,CONSUMER LENDING,41.424126,-81.385488
MARINER FINANCE,CONSUMER LENDING,43.05143,-76.073936
ALLIED HOME MTG CAPITAL CORP,CONSUMER LENDING,40.40398,-73.999901
W K Z TAX FUNDING LLC,CONSUMER LENDING,29.7414,-95.587787
CONSOLIDATED FINANCE,CONSUMER LENDING,28.968247,-98.478565
SUPREME LENDING,CONSUMER LENDING,41.3847,-81.6598
WD ENTERPRISES INC,CONSUMER LENDING,41.27927,-72.595348
CAPITAL SOURCE FINANCE LLC,CONSUMER LENDING,42.968361,-78.713496
TITLE MAX,CONSUMER LENDING,29.395644,-94.934107
TEXAN CREDIT CORP,CONSUMER LENDING,29.395191,-94.944548
AUDI FINANCIAL SVC,CONSUMER LENDING,45.52239,-122.990302
CHECK 'N GO,CONSUMER LENDING,30.710693,-94.947281
CHECK INTO CASH,CONSUMER LENDING,29.521687,-95.16923
CHECK INTO CASH,CONSUMER LENDING,36.857052,-89.583557
BB & T,CONSUMER LENDING,36.022364,-80.380683
HOMETOWN CASH ADVANCE,CONSUMER LENDING,39.705976,-91.385931
HEAD MERCANTILE CO INC,CONSUMER LENDING,41.469855,-81.942237
1ST SECURITY BANK-WA HOME,CONSUMER LENDING,47.979628,-122.208188
SOUTHERN BOYS MOTOR FINANCE,CONSUMER LENDING,30.210767,-94.384898
ACE CASH EXPRESS,CONSUMER LENDING,30.120183,-94.143031
ACE CASH EXPRESS,CONSUMER LENDING,44.944286,-122.984035
CHECK 'N GO,CONSUMER LENDING,37.788659,-90.427822
ONEMAIN FINANCIAL,CONSUMER LENDING,37.366623,-89.636864
EQUITY ONE INC,CONSUMER LENDING,29.7686,-95.387
SURETY FINANCE SVC INC,CONSUMER LENDING,29.478886,-98.541642
TOLEDO FINANCE CORP,CONSUMER LENDING,29.35704,-98.509674
ACE CASH EXPRESS,CONSUMER LENDING,27.544159,-99.499572
MG FINANCE CO INC,CONSUMER LENDING,30.09462,-94.112774
CHECK 'N GO,CONSUMER LENDING,39.021088,-94.271567
USA UNITED AUTO FINANCE GROUP,CONSUMER LENDING,29.702763,-95.620852
RIVER OAKS EQUITY PARTNERS,CONSUMER LENDING,29.747926,-95.418176
CASHCO FINANCIAL ALBANY,CONSUMER LENDING,44.633076,-123.085275
,CONSUMER LENDING,29.672548,-95.416382
CREDIT LOANS INC,CONSUMER LENDING,30.388128,-96.088206
DELMAR MORTGAGE-CLEVELAND,CONSUMER LENDING,41.458149,-81.89395
NEXT GENERAL PERSONAL FINANCE,CONSUMER LENDING,37.446616,-122.16018
LOANCO,CONSUMER LENDING,45.5202,-122.6875
CHECKSMART,CONSUMER LENDING,41.422688,-81.901146
REGIONAL FINANCE CORP,CONSUMER LENDING,29.686996,-95.208903
REGIONAL FINANCIAL CORP,CONSUMER LENDING,29.408181,-94.930914
EQUITY GENERATION,CONSUMER LENDING,44.949641,-123.04912
WELCOME FINANCE CO HOME OFFICE,CONSUMER LENDING,36.096722,-79.268152
OMNI MILITARY LOANS,CONSUMER LENDING,47.157223,-122.503944
FACTOR FUNDING CO,CONSUMER LENDING,29.5457,-95.5431
WESTERN FINANCE SVC,CONSUMER LENDING,29.014766,-95.405289
ROTAY CAPITAL FINANCE LLC,CONSUMER LENDING,40.083245,-76.256234
S & P EQUITY SOLUTIONS LLC,CONSUMER LENDING,36.131541,-79.796438
MASTERMINDS FUNDING INC,CONSUMER LENDING,29.668991,-95.507878
B K J CAPITAL FUNDING,CONSUMER LENDING,29.716736,-95.503659
ACE CASH EXPRESS,CONSUMER LENDING,41.5358,-81.61
CHECKSMART,CONSUMER LENDING,41.377304,-81.783984
ADVANCE AMERICA,CONSUMER LENDING,36.071767,-80.295082
FARM CREDIT SVC,CONSUMER LENDING,36.772061,-90.418689
ONEMAIN FINANCIAL,CONSUMER LENDING,29.552206,-95.156556
WESTERN FINANCE SVC,CONSUMER LENDING,29.400497,-95.242263
MARINER FINANCE,CONSUMER LENDING,39.046528,-94.447474
LOAN PHAM DBA,CONSUMER LENDING,38.811432,-94.493263
BUCKEYE CHECK CASHING,CONSUMER LENDING,37.575966,-122.04377
TFC CREDIT CORP OF CALIFORNIA,CONSUMER LENDING,37.778977,-121.973656
CHECK INTO CASH,CONSUMER LENDING,37.67231,-122.12167
AFFORDABLE FINANCE LLC,CONSUMER LENDING,39.931427,-77.644165
STRUCTURED FINANCE IND GROUP,CONSUMER LENDING,38.90093,-77.041297
CENTRAL CADILLAC LTD,CONSUMER LENDING,41.5061,-81.6811
COMMUNITY CHOICE FINANCIAL,CONSUMER LENDING,41.440268,-82.185774
ONEMAIN FINANCIAL,CONSUMER LENDING,30.006436,-95.268564
HOME TEAM FUNDING,CONSUMER LENDING,45.629268,-122.669845
CRESTWOOD EQUITY PARTNERS LP,CONSUMER LENDING,40.635501,-77.572669
GRATE FUND FINANCIAL,CONSUMER LENDING,40.15,-74.2136
AUTO ACCEPTANCE FINANCE,CONSUMER LENDING,39.017209,-94.13355
PRESTAMOS DEL REY,CONSUMER LENDING,27.520214,-99.493068
GOLUB GROUP EQUITY FUND,CONSUMER LENDING,37.557003,-122.279846
CITY FINANCE CO,CONSUMER LENDING,30.310596,-95.458412
ACE CASH EXPRESS,CONSUMER LENDING,45.516949,-122.973633
AG COUNTRY FARM CREDIT SVC,CONSUMER LENDING,46.440311,-97.68164
PACIFIC FUNDING GROUP INC,CONSUMER LENDING,37.937564,-121.697489
OAREX FUNDING LLC,CONSUMER LENDING,41.490882,-81.708031
SEAWAY ACCEPTANCE CORP,CONSUMER LENDING,41.500381,-81.657701
MONEYTREE,CONSUMER LENDING,48.238479,-122.330818
TRIHAWK CAPITAL,CONSUMER LENDING,40.335182,-74.094121
SUN LOAN CO,CONSUMER LENDING,39.72368,-91.39627
FCTI,CONSUMER LENDING,39.968036,-81.903881
WESTERN FINANCE SVC,CONSUMER LENDING,30.333919,-95.095295
CHECK INTO CASH,CONSUMER LENDING,38.125623,-122.255072
CREDITCENTRAL,CONSUMER LENDING,29.424007,-95.244235
VETERANS LENDING GROUP,CONSUMER LENDING,47.091911,-122.644886
NATIONAL AUTO CREDIT,CONSUMER LENDING,41.80181,-81.048153
CHARLES JOHNSON FINANCE,CONSUMER LENDING,30.15609,-96.392742
ADVANCE AMERICA,CONSUMER LENDING,39.223941,-94.651212
CHECK 2 CASH,CONSUMER LENDING,37.287979,-121.976234
OPTIO SOLUTIONS LLC,CONSUMER LENDING,38.250846,-122.628649
